"","Data/Time","ensemble_avg","ensemble_min","ensemble_max","ensemble_med","Obs setup","Obs wspd","Obs wdir"
"1",2020-02-21 00:00:00,NA,NA,NA,NA,0.2640166339899,0,0
"2",2020-02-21 01:00:00,NA,NA,NA,NA,0.475291487392478,3.60108,250
"3",2020-02-21 02:00:00,NA,NA,NA,NA,0.771061777239789,3.60108,270
"4",2020-02-21 03:00:00,NA,NA,NA,NA,0.42610489821003,4.11552,10
"5",2020-02-21 04:00:00,NA,NA,NA,NA,-0.0661580770891855,4.11552,340
"6",2020-02-21 05:00:00,NA,NA,NA,NA,-0.268305627075998,3.08664,340
"7",2020-02-21 06:00:00,NA,NA,NA,NA,-0.567565277594789,3.08664,350
"8",2020-02-21 07:00:00,NA,NA,NA,NA,-1.0556862861385,3.60108,350
"9",2020-02-21 08:00:00,NA,NA,NA,NA,-2.12544909654505,3.60108,340
"10",2020-02-21 09:00:00,NA,NA,NA,NA,-3.70109292049808,4.11552,340
"11",2020-02-21 10:00:00,NA,NA,NA,NA,-6.95505685197703,7.7166,350
"12",2020-02-21 11:00:00,NA,NA,NA,NA,-11.4798964202965,10.2888,350
"13",2020-02-21 12:00:00,NA,NA,NA,NA,-15.029827579504,8.74548,340
"14",2020-02-21 13:00:00,NA,NA,NA,NA,-19.2412123398818,9.77436,350
"15",2020-02-21 14:00:00,NA,NA,NA,NA,-23.8904889204273,11.31768,350
"16",2020-02-21 15:00:00,NA,NA,NA,NA,-27.3133580880746,10.2888,340
"17",2020-02-21 16:00:00,NA,NA,NA,NA,-30.3535114814243,9.77436,340
"18",2020-02-21 17:00:00,NA,NA,NA,NA,-34.158120421295,10.2888,350
"19",2020-02-21 18:00:00,NA,NA,NA,NA,-39.2089278933683,11.83212,340
"20",2020-02-21 19:00:00,NA,NA,NA,NA,-44.2399730876563,12.34656,350
"21",2020-02-21 20:00:00,NA,NA,NA,NA,-49.2931944598569,11.83212,350
"22",2020-02-21 21:00:00,NA,NA,NA,NA,-53.3459483471317,10.80324,350
"23",2020-02-21 22:00:00,NA,NA,NA,NA,-55.172636639561,10.2888,340
"24",2020-02-21 23:00:00,NA,NA,NA,NA,-56.1760580723452,11.83212,350
"25",2020-02-22 00:00:00,NA,NA,NA,NA,-56.8462287105226,9.77436,340
"26",2020-02-22 01:00:00,NA,NA,NA,NA,-56.509764390362,9.25992,350
"27",2020-02-22 02:00:00,NA,NA,NA,NA,-55.5044225968877,9.77436,350
"28",2020-02-22 03:00:00,NA,NA,NA,NA,-56.2470507425749,12.34656,360
"29",2020-02-22 04:00:00,NA,NA,NA,NA,-56.3834842562739,10.2888,350
"30",2020-02-22 05:00:00,NA,NA,NA,NA,-56.3834842562739,10.2888,350
"31",2020-02-22 06:00:00,NA,NA,NA,NA,-55.1448040478349,9.77436,350
"32",2020-02-22 07:00:00,NA,NA,NA,NA,-52.7729552193881,8.74548,340
"33",2020-02-22 08:00:00,NA,NA,NA,NA,-50.6836903321578,8.23104,340
"34",2020-02-22 09:00:00,NA,NA,NA,NA,-48.7579143497912,7.7166,350
"35",2020-02-22 10:00:00,NA,NA,NA,NA,-46.3929592169932,6.68772,350
"36",2020-02-22 11:00:00,NA,NA,NA,NA,-43.6065470376052,7.20216,350
"37",2020-02-22 12:00:00,NA,NA,NA,NA,-41.0421152992959,5.65884,350
"38",2020-02-22 13:00:00,NA,NA,NA,NA,-39.2595270072323,6.17328,350
"39",2020-02-22 14:00:00,NA,NA,NA,NA,-37.621494054478,7.7166,10
"40",2020-02-22 15:00:00,NA,NA,NA,NA,-35.6374237983554,8.74548,360
"41",2020-02-22 16:00:00,NA,NA,NA,NA,-33.9711083500742,7.7166,360
"42",2020-02-22 17:00:00,NA,NA,NA,NA,-31.1178861487111,7.7166,30
"43",2020-02-22 18:00:00,NA,NA,NA,NA,-29.0250048847025,7.20216,20
"44",2020-02-22 19:00:00,NA,NA,NA,NA,-27.6506801952689,8.23104,20
"45",2020-02-22 20:00:00,NA,NA,NA,NA,-26.0549504601297,7.20216,20
"46",2020-02-22 21:00:00,NA,NA,NA,NA,-24.7276866166407,6.17328,20
"47",2020-02-22 22:00:00,NA,NA,NA,NA,-24.7065346082125,7.20216,360
"48",2020-02-22 23:00:00,NA,NA,NA,NA,-24.2811423920561,6.17328,350
"49",2020-02-23 00:00:00,NA,NA,NA,NA,-25.1349168019059,7.7166,350
"50",2020-02-23 01:00:00,NA,NA,NA,NA,-25.5662659258589,7.20216,350
"51",2020-02-23 02:00:00,NA,NA,NA,NA,-24.052302554695,3.60108,350
"52",2020-02-23 03:00:00,NA,NA,NA,NA,-22.6054880598204,5.1444,340
"53",2020-02-23 04:00:00,NA,NA,NA,NA,-20.9612050940996,3.60108,320
"54",2020-02-23 05:00:00,NA,NA,NA,NA,-19.9753789179881,3.08664,310
"55",2020-02-23 06:00:00,NA,NA,NA,NA,-18.5055138030908,2.5722,310
"56",2020-02-23 07:00:00,NA,NA,NA,NA,-16.1840095235809,2.05776,280
"57",2020-02-23 08:00:00,NA,NA,NA,NA,-14.4782447138355,2.5722,280
"58",2020-02-23 09:00:00,NA,NA,NA,NA,-13.0135984080418,2.05776,280
"59",2020-02-23 10:00:00,NA,NA,NA,NA,-10.9024936698972,2.05776,290
